"","Sampling_Event","Time","Collar","Salinity_Transect","Elevation_Transect","Treatment","Home_Salinity","Home_Elevation","Local_Salinity","Local_Elevation","Origin_Plot","Destination_Plot","meanFlux","sdFlux","meanSM","meanT5","meanT20","Season","PeakAct","Year"
"1060",2019-01-01,"22:51:30",79,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",1.89,0.777817459,0.408214286,9.8,9.3,"Winter","Other","2019"
"1061",2019-03-16,"16:03:40",79,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",2.81,1.725340546,0.408605263,10.67735855,8.6,"Spring","Other","2019"
"1062",2019-05-16,"16:39:35",79,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",2.85,0.565685425,0.409199777,14.16640158,13,"Spring","Other","2019"
"1063",2019-06-07,"19:27:17",79,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",5.31,1.286934342,0.303785714,20.26040361,18.2,"Summer","Summer","2019"
"1064",2019-08-09,"19:25:08",79,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",6.825,2.114249276,0.472988839,24.26891122,NA,"Summer","Summer","2019"
"1065",2019-08-22,"19:11:00",79,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",7.74,3.705239533,-0.310043527,25.67912084,NA,"Summer","Summer","2019"
"1066",2019-10-23,"16:13:47",79,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",4.06,1.046518036,-0.177830181,15.4743935,15.1,"Fall","Other","2019"
"1067",2018-04-18,"15:04:25",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",1.84,0.283548938,0.422837798,10.32479796,9,"Spring","Other","2018"
"1068",2018-04-26,"15:34:18",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",2.74,0.622253967,0.419428571,13.40338261,11.1,"Spring","Other","2018"
"1069",2018-05-03,"14:32:28",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",2.21,0.777817459,0.4275,17.69498742,13.1,"Spring","Other","2018"
"1070",2018-05-15,"18:46:02",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",5.53,0.523259018,0.414642857,19.96368395,15.8,"Spring","Other","2018"
"1071",2018-06-08,"18:38:40",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",4.435,0.332340187,0.419071429,19.16731899,16.9,"Summer","Summer","2018"
"1072",2018-06-21,"19:43:10",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",6.745,1.986970055,0.364571429,21.83285106,19.5,"Summer","Summer","2018"
"1073",2018-07-12,"15:54:51",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",6.225,1.19501046,0.318746154,21.37927892,20,"Summer","Summer","2018"
"1074",2018-07-20,"16:14:23",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",5.48,1.145512986,0.097449451,21.57135614,19.9,"Summer","Summer","2018"
"1075",2018-08-09,"15:40:35",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",7.16,1.117228714,-0.553,23.89162328,22.2,"Summer","Summer","2018"
"1076",2018-08-24,"21:46:04",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",5.755,0.431335137,0.312214286,20.89766903,20.4,"Summer","Summer","2018"
"1077",2018-09-10,"16:09:00",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",4.205,0.586898628,0.393042411,19.47802881,19.8,"Fall","Other","2018"
"1078",2018-10-12,"16:22:35",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",4.605,0.770746391,1.691142857,18.85929089,20,"Fall","Other","2018"
"1079",2018-11-02,"19:03:59",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",3.79,0.155563492,1.694077922,16.88396875,15.1,"Fall","Other","2018"
"1080",2018-11-21,"18:09:45",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",1.465,0.473761543,-0.095780839,9.558896382,9.5,"Fall","Other","2018"
"1081",2019-01-01,"22:41:05",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",1.665,0.770746391,0.358342634,9.6,9,"Winter","Other","2019"
"1082",2019-03-16,"16:20:25",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",1.5,0.650538239,0.250103297,9.885721778,8.4,"Spring","Other","2019"
"1083",2019-05-16,"16:26:54",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",6.58,4.497199128,0.385128348,13.73041487,12.9,"Spring","Other","2019"
"1084",2019-06-07,"19:13:35",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",6.74,3.662813127,0.366855263,18.98158594,17.5,"Summer","Summer","2019"
"1085",2019-08-09,"19:37:46",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",7.92,3.040559159,0.361738839,23.63962033,NA,"Summer","Summer","2019"
"1086",2019-08-22,"18:51:50",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",10.275,4.857823587,-0.350670641,24.99198684,NA,"Summer","Summer","2019"
"1087",2019-10-23,"16:42:01",80,"Y","N","Control","Low","Low","Low","Low","LSLE","LSLE",4.255,1.364716088,-0.18095477,15.90377097,15.2,"Fall","Other","2019"
"1088",2018-04-06,"16:18:29",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",1.953333333,0.386953916,0.426180804,8.887620874,7.3,"Spring","Other","2018"
"1089",2018-04-13,"15:50:09",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",2.986666667,0.311822599,0.327228423,12.9617617,9.3,"Spring","Other","2018"
"1090",2018-04-18,"21:19:27",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",2.516666667,0.080208063,0.39584747,12.29516349,9.7,"Spring","Other","2018"
"1091",2018-04-26,"18:31:41",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",3.7,0.254558441,0.405933036,16.18687074,12.2,"Spring","Other","2018"
"1092",2018-05-03,"19:17:44",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",5.07,0.070710678,0.330972862,20.44284539,14.9,"Spring","Other","2018"
"1093",2018-05-25,"20:18:21",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",5.495,0.28991378,0.341191761,22.30453998,18.4,"Spring","Other","2018"
"1094",2018-06-12,"21:55:01",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",5.24,0.622253967,0.346998884,19.42843253,17.5,"Summer","Summer","2018"
"1095",2018-07-05,"18:19:41",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",11.18,1.074802307,0.270157366,26.75425213,23.5,"Summer","Summer","2018"
"1096",2018-07-18,"15:17:45",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",7.195,0.134350288,0.2365,22.52896621,21.8,"Summer","Summer","2018"
"1097",2018-08-06,"18:25:22",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",5.915,0.219203102,0.34655692,25.28207924,23,"Summer","Summer","2018"
"1098",2018-10-09,"15:30:23",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",6.465,0.134350288,1.697414063,22.26172159,20.9,"Fall","Other","2018"
"1099",2018-11-01,"17:59:40",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",2.915,0.51618795,1.69155692,14.71920028,12.9,"Fall","Other","2018"
"1100",2018-12-19,"20:07:35",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",1.58,0.763675324,0.374013393,4.3,5,"Winter","Other","2018"
"1101",2019-01-23,"19:07:01",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",0.465,0.247487373,0.372756696,-0.4,1.5,"Winter","Other","2019"
"1102",2019-03-10,"18:27:43",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",0.865,0.205060967,0.408130345,5.259280016,3.4,"Spring","Other","2019"
"1103",2019-05-21,"16:54:04",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",5.4925,2.584690504,0.413726093,17.89513334,16.85,"Spring","Other","2019"
"1104",2019-06-14,"15:38:09",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",3.885,0.176776695,0.406485491,17.35240645,17.4,"Summer","Summer","2019"
"1105",2019-07-29,"19:30:28",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",9.305,2.884504579,1.697714947,25.36690846,23.2,"Summer","Summer","2019"
"1106",2019-08-21,"17:46:26",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",6.79,2.064751801,0.013502878,25.07151563,23.3,"Summer","Summer","2019"
"1107",2019-10-18,"18:42:42",81,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",3.275,0.049497475,0.205453947,13.67957936,13.4,"Fall","Other","2019"
"1108",2018-04-06,"16:42:05",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",1.736666667,0.081445278,0.357685268,9.005338677,7.6,"Spring","Other","2018"
"1109",2018-04-13,"16:12:59",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",2.786666667,0.420039681,0.281999256,15.60686803,9.3,"Spring","Other","2018"
"1110",2018-04-18,"21:09:06",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",2.796666667,0.296704117,0.387665923,13.00778801,9.9,"Spring","Other","2018"
"1111",2018-04-26,"18:19:19",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",5,0.777817459,0.43634127,16.8577417,11.9,"Spring","Other","2018"
"1112",2018-05-03,"18:46:20",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",5.7,0.876812409,0.36192023,19.28839145,14.6,"Spring","Other","2018"
"1113",2018-05-25,"20:49:14",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",8.35,0.395979797,0.410914062,20.97056321,17.8,"Spring","Other","2018"
"1114",2018-06-12,"22:41:15",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",9.085,1.534421715,0.35109933,18.86824117,17.2,"Summer","Summer","2018"
"1115",2018-07-05,"16:37:54",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",11.705,1.350573952,0.228342634,25.68563281,22.9,"Summer","Summer","2018"
"1116",2018-07-18,"15:34:51",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",8.675,1.039446968,0.175085937,22.56540706,21.4,"Summer","Summer","2018"
"1117",2018-08-06,"17:53:29",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",10.725,0.445477272,0.35694308,25.28121378,22.7,"Summer","Summer","2018"
"1118",2018-10-09,"15:08:15",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",6.94,1.103086579,1.698128348,21.93591558,20.6,"Fall","Other","2018"
"1119",2018-11-01,"17:40:46",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",3.52,0.381837662,1.693071429,14.70227689,13.2,"Fall","Other","2018"
"1120",2018-12-19,"19:42:39",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",1.35,0.155563492,0.415756696,5.1,5.7,"Winter","Other","2018"
"1121",2019-01-23,"19:13:55",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",0.93,0.424264069,0.382116071,0.1,1.9,"Winter","Other","2019"
"1122",2019-03-10,"18:01:51",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",1.295,0.558614357,0.442485491,6.766609172,3.6,"Spring","Other","2019"
"1123",2019-05-21,"17:31:07",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",8.23,1.315218613,0.38505222,17.56414021,16.7,"Spring","Other","2019"
"1124",2019-06-14,"15:50:02",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",5.75,0.381837662,0.395755757,17.10172862,17,"Summer","Summer","2019"
"1125",2019-07-29,"20:07:49",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",7.26,1.541492783,1.696414063,25.37281067,22.8,"Summer","Summer","2019"
"1126",2019-08-21,"18:06:21",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",4.865,0.021213203,-0.201238076,24.95860321,23,"Summer","Summer","2019"
"1127",2019-10-18,"18:13:50",82,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",2.795,0.898025612,1.748609375,13.20387825,13.7,"Fall","Other","2019"
"1128",2018-04-06,"16:36:06",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",2,0.314324673,0.422980655,8.613867154,7.4,"Spring","Other","2018"
"1129",2018-04-13,"16:01:50",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",2.67,0.147986486,0.393313988,13.790884,9,"Spring","Other","2018"
"1130",2018-04-18,"20:58:56",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",2.61,0.308058436,0.433561756,11.53599777,9.6,"Spring","Other","2018"
"1131",2018-04-26,"18:23:28",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",3.7,0.749533188,0.448828125,17.27114935,12,"Spring","Other","2018"
"1132",2018-05-03,"18:58:19",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",5.11,1.018233765,0.399263158,20.24266488,14.7,"Spring","Other","2018"
"1133",2018-05-25,"20:37:34",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",7.005,1.817264428,0.439342634,20.43439915,18,"Spring","Other","2018"
"1134",2018-06-12,"22:27:49",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",5.44,1.060660172,0.441493304,18.6095692,17.5,"Summer","Summer","2018"
"1135",2018-07-05,"18:08:25",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",10.99,0.056568542,0.295214286,25.33942025,22.9,"Summer","Summer","2018"
"1136",2018-07-18,"15:09:17",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",6.13,0.735391052,0.293214286,22.02727881,21.6,"Summer","Summer","2018"
"1137",2018-08-06,"18:13:17",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",6.835,0.473761543,0.36355692,24.56860268,22.8,"Summer","Summer","2018"
"1138",2018-10-09,"15:54:22",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",6.5,0.367695526,1.696585938,22.02648569,20.8,"Fall","Other","2018"
"1139",2018-11-01,"17:52:33",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",2.61,0.494974747,1.692071429,14.60227283,12.9,"Fall","Other","2018"
"1140",2018-12-19,"19:55:58",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",1.435,0.417193001,0.426399554,4.6,5.2,"Winter","Other","2018"
"1141",2019-01-23,"19:10:28",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",0.615,0.374766594,0.378941964,-0.3,1.3,"Winter","Other","2019"
"1142",2019-03-10,"18:11:58",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",0.755,0.360624458,0.449571429,6.232371956,3.2,"Spring","Other","2019"
"1143",2019-05-21,"17:42:52",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",2.875,0.346482323,0.434585937,17.04686171,16.5,"Spring","Other","2019"
"1144",2019-06-14,"15:34:02",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",2.125,0.374766594,0.468928571,16.97636526,17,"Summer","Summer","2019"
"1145",2019-07-29,"19:47:28",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",7.22,1.018233765,1.697,24.80494815,22.3,"Summer","Summer","2019"
"1146",2019-08-21,"18:18:32",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",5.53,1.400071427,-0.306728795,25.32250802,23.1,"Summer","Summer","2019"
"1147",2019-10-18,"18:29:29",83,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",3.16,0.438406204,-0.140248355,13.31472697,13.5,"Fall","Other","2019"
"1148",2018-04-06,"16:29:06",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",1.91,0.204205779,0.39540042,8.583255442,7.2,"Spring","Other","2018"
"1149",2018-04-13,"16:07:32",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",3.046666667,0.418608807,0.335095238,12.8527082,9,"Spring","Other","2018"
"1150",2018-04-18,"21:34:38",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",2.893333333,0.280416357,0.41174256,11.58579018,9.5,"Spring","Other","2018"
"1151",2018-04-26,"18:44:54",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",3.855,0.120208153,0.396685268,15.73078125,11.6,"Spring","Other","2018"
"1152",2018-05-03,"19:45:34",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",6.285,0.6151829,0.267439967,19.91724507,13.9,"Spring","Other","2018"
"1153",2018-05-25,"20:07:20",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",8.43,1.442497834,0.403470982,21.25016457,17.3,"Spring","Other","2018"
"1154",2018-06-12,"22:13:58",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",9.65,2.361736649,0.391985491,19.1345905,17.5,"Summer","Summer","2018"
"1155",2018-07-05,"18:59:18",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",12.085,1.605132393,0.231142857,26.13136282,22.9,"Summer","Summer","2018"
"1156",2018-07-18,"14:46:07",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",8.985,1.958685784,0.154785714,22.23175944,21.5,"Summer","Summer","2018"
"1157",2018-08-06,"18:50:49",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",11.11,1.315218613,0.319543527,25.51126136,22.9,"Summer","Summer","2018"
"1158",2018-08-16,"19:28:15",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",9.68,1.046518036,0.243,24.81931483,22.2,"Summer","Summer","2018"
"1159",2018-10-09,"16:20:43",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",6.615,0.473761543,1.697071429,22.54402486,21.1,"Fall","Other","2018"
"1160",2018-11-01,"18:29:04",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",2.82,0.367695526,1.691485491,14.3556458,13.1,"Fall","Other","2018"
"1161",2018-12-19,"20:48:44",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",3.265,2.170817818,0.380699777,5.5,6.3,"Winter","Other","2018"
"1162",2019-03-12,"14:47:29",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",0.83,0.268700577,0.427946957,5.341839638,5.4,"Spring","Other","2019"
"1163",2019-05-21,"18:36:08",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",13.68,8.584276324,0.341571429,17.97108036,16.6,"Spring","Other","2019"
"1164",2019-06-14,"14:30:24",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",8.025,1.803122292,0.413613839,17.27830032,17.5,"Summer","Summer","2019"
"1165",2019-07-29,"18:53:38",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",9.59,4.044650788,0.209585937,25.90720641,22.4,"Summer","Summer","2019"
"1166",2019-08-21,"18:57:13",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",8.315,4.702260095,-0.318735165,25.48049181,23,"Summer","Summer","2019"
"1167",2019-10-18,"19:24:08",84,"N","Y","Control","High","Mid","High","Mid","HSME","HSME",2.21,0.141421356,-0.219333059,13.74563035,13.9,"Fall","Other","2019"
"1168",2018-04-13,"15:37:28",89,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",1.313333333,0.30664855,0.503,11.71303504,9,"Spring","Other","2018"
"1169",2018-04-26,"18:57:20",89,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",2.505,0.275771645,0.51005692,14.79842522,11.4,"Spring","Other","2018"
"1170",2018-05-02,"20:40:56",89,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",2.17,0.551543289,0.517402597,19.2908985,13.1,"Spring","Other","2018"
"1171",2018-05-09,"17:38:36",89,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",2.445,0.770746391,0.509585938,18.38670929,14.3,"Spring","Other","2018"
"1172",2018-07-05,"21:03:56",89,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",8.68,0.650538239,0.463665179,26.62328054,22.9,"Summer","Summer","2018"
"1173",2018-08-06,"16:38:42",89,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",3.665,0.28991378,0.49494308,26.22405134,22.5,"Summer","Summer","2018"
"1174",2018-10-05,"18:32:52",89,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",2.35,0.551543289,1.691271205,19.66700264,20.3,"Fall","Other","2018"
"1175",2018-12-07,"18:36:36",89,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",0.545,0.275771645,0.547,6,7.3,"Winter","Other","2018"
"1176",2019-03-12,"15:15:55",89,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",1.09,0.593969696,0.505532072,6.532827303,6.3,"Spring","Other","2019"
"1177",2019-05-21,"16:19:19",89,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",1.705,0.502045815,0.558357143,18.07681666,16.8,"Spring","Other","2019"
"1178",2019-06-12,"15:36:00",89,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",2.515,0.346482323,0.542927632,18.20562632,17.8,"Summer","Summer","2019"
"1179",2019-07-29,"17:38:09",89,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",9.05,0.268700577,0.462585938,27.08970271,23,"Summer","Summer","2019"
"1180",2019-08-21,"15:54:02",89,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",11.435,1.096015511,-0.307697368,24.85976933,23.6,"Summer","Summer","2019"
"1181",2019-10-18,"16:45:38",89,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",3.44,0.466690476,-0.1483125,13.32839556,14.6,"Fall","Other","2019"
"1182",2018-04-13,"15:26:02",90,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",1.666666667,0.479617903,0.522333333,11.50959287,9.1,"Spring","Other","2018"
"1183",2018-04-26,"19:23:34",90,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",1.895,0.431335137,0.521,13.86068395,11,"Spring","Other","2018"
"1184",2018-05-02,"20:17:13",90,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",1.98,0.183847763,0.498233766,15.3736525,12,"Spring","Other","2018"
"1185",2018-05-09,"18:06:34",90,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",2.35,0.523259018,0.483730674,16.17435567,13.9,"Spring","Other","2018"
"1186",2018-05-25,"21:24:55",90,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",2.735,0.586898628,0.541628348,19.64169105,16.6,"Spring","Other","2018"
"1187",2018-07-05,"19:23:07",90,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",8.37,1.032375901,0.4855,25.86144653,22.6,"Summer","Summer","2018"
"1188",2018-08-06,"15:25:24",90,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",4.47,0.735391052,0.516657366,24.85105844,22.1,"Summer","Summer","2018"
"1189",2018-10-05,"19:46:26",90,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",3.62,1.35764502,1.690263393,19.86869186,20.1,"Fall","Other","2018"
"1190",2019-03-12,"16:32:45",90,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",0.85,0.212132034,0.537,6.656808388,5.7,"Spring","Other","2019"
"1191",2019-05-21,"14:47:55",90,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",3.285,1.491995308,0.552,16.45464762,15.4,"Spring","Other","2019"
"1192",2019-06-12,"17:15:30",90,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",3.565,1.110157646,0.555782895,18.52568914,17.4,"Summer","Summer","2019"
"1193",2019-07-03,"15:03:37",90,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",-0.76,13.06733332,0.532928571,21.4874028,20.1,"Summer","Summer","2019"
"1194",2019-07-29,"16:04:36",90,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",9.815,1.74655375,0.410401727,23.68090378,22.3,"Summer","Summer","2019"
"1195",2019-08-21,"14:49:45",90,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",11.5,2.743574311,-0.3001875,23.69216254,23,"Summer","Summer","2019"
"1196",2019-10-18,"15:47:40",90,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",3.295,1.449568901,-0.118128348,13.59456443,15,"Fall","Other","2019"
"1197",2018-04-13,"15:20:46",91,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",2.853333333,0.950806675,0.446,13.85830256,8.5,"Spring","Other","2018"
"1198",2018-04-26,"19:15:12",91,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",3.515,0.912167748,0.45305692,15.20119582,10.8,"Spring","Other","2018"
"1199",2018-05-02,"20:20:50",91,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",4.91,0.353553391,0.430966416,16.5062501,12,"Spring","Other","2018"
"1200",2018-05-09,"18:01:37",91,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",3.755,0.572756493,0.423525493,15.64477508,15.3,"Spring","Other","2018"
"1201",2018-05-15,"18:35:17",91,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",5.39,0.014142136,0.400714286,18.7506739,15.6,"Spring","Other","2018"
"1202",2018-05-25,"21:40:38",91,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",4.845,0.445477272,0.512571429,20.42729393,16.9,"Spring","Other","2018"
"1203",2018-07-05,"20:09:34",91,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",11.86,0.395979797,0.353342634,26.85357995,22.1,"Summer","Summer","2018"
"1204",2018-08-06,"15:48:22",91,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",6.785,0.700035713,0.440542411,24.18082356,21.9,"Summer","Summer","2018"
"1205",2018-10-05,"19:35:43",91,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",4.44,0.466690476,1.69155692,19.71927861,20.1,"Fall","Other","2018"
"1206",2019-03-12,"16:24:53",91,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",1.59,0.989949494,0.502289474,5.740195724,5.5,"Spring","Other","2019"
"1207",2019-05-21,"15:09:56",91,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",4.815,1.930401513,0.484525905,17.44105921,16,"Spring","Other","2019"
"1208",2019-06-12,"17:00:12",91,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",4.9,0.042426407,0.532414063,18.35696711,17.2,"Summer","Summer","2019"
"1209",2019-07-29,"16:22:43",91,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",15.7650005,0.601041471,0.366539885,24.65428618,22.4,"Summer","Summer","2019"
"1210",2019-08-21,"15:13:06",91,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",14.03,0.579827561,1.865013158,24.2036764,23.2,"Summer","Summer","2019"
"1211",2019-10-18,"16:11:22",91,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",6.33,2.870853532,0.392757813,13.10529272,14.9,"Fall","Other","2019"
"1212",2018-04-13,"15:31:57",92,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",2.3,0.226053091,0.434886905,11.22349587,8.8,"Spring","Other","2018"
"1213",2018-04-26,"19:10:43",92,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",5.09,1.965756852,0.506071429,14.73245769,11.1,"Spring","Other","2018"
"1214",2018-05-02,"20:28:32",92,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",3.14,1.513208512,0.491948252,16.30103596,12.4,"Spring","Other","2018"
"1215",2018-05-09,"17:53:09",92,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",3.105,0.912167748,0.398689556,15.93149013,13.7,"Spring","Other","2018"
"1216",2018-05-25,"21:52:48",92,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",8.165,0.205060967,0.502014509,20.35982254,16.9,"Spring","Other","2018"
"1217",2018-07-05,"20:23:40",92,"Y","Y","Control","High","Low","High","Low","HSLE","HSLE",11.6,0.707106781,0.45,25.96564675,22.9,"Summer","Summer","2018"
